15:23:46,Timestamp,Index,DataRate,PowerLevel
15:24:15,24339,15087,1,3
15:24:15,24365,15104,1,3
15:24:15,24521,15205,1,3
15:24:15,24524,15207,1,3
15:24:16,24951,15484,1,3
15:24:16,24974,15499,1,3
15:24:16,24985,15506,1,3
15:24:16,24999,15515,1,3
15:24:16,25004,15518,1,3
15:24:16,25011,15523,1,3
15:24:16,25018,15527,1,3
15:24:16,25092,15575,1,3
15:24:16,25107,15585,1,3
15:24:16,25123,15595,1,3
15:24:16,25143,15608,1,3
15:24:16,25146,15610,1,3
15:24:16,25157,15617,1,3
15:24:16,25163,15621,1,3
15:24:16,25164,15622,1,3
15:24:16,25169,15625,1,3
15:24:16,25170,15626,1,3
15:24:16,25172,15627,1,3
15:24:16,25184,15635,1,3
15:24:16,25194,15641,1,3
15:24:16,25195,15642,1,3
15:24:16,25197,15643,1,3
15:24:16,25198,15644,1,3
15:24:16,25204,15648,1,3
15:24:16,25209,15651,1,3
15:24:16,25212,15653,1,3
15:24:16,25214,15654,1,3
15:24:16,25218,15657,1,3
15:24:16,25501,15840,1,3
15:24:16,25505,15843,1,3
15:24:16,25595,15901,1,3
15:24:16,25598,15903,1,3
15:24:16,25601,15905,1,3
15:24:16,25602,15906,1,3
15:24:16,25604,15907,1,3
15:24:16,25606,15908,1,3
15:24:16,25607,15909,1,3
15:24:16,25609,15910,1,3
15:24:16,25610,15911,1,3
15:24:16,25612,15912,1,3
15:24:16,25613,15913,1,3
15:24:16,25615,15914,1,3
15:24:16,25616,15915,1,3
15:24:16,25618,15916,1,3
15:24:16,25619,15917,1,3
15:24:16,25621,15918,1,3
15:24:16,25623,15919,1,3
15:24:16,25624,15920,1,3
15:24:16,25627,15922,1,3
15:24:16,25629,15923,1,3
15:24:16,25630,15924,1,3
15:24:16,25632,15925,1,3
15:24:16,25633,15926,1,3
15:24:16,25636,15928,1,3
15:24:16,25638,15929,1,3
15:24:16,25640,15930,1,3
15:24:16,25641,15931,1,3
15:24:16,25643,15932,1,3
15:24:16,25647,15935,1,3
15:24:16,25649,15936,1,3
15:24:16,25650,15937,1,3
15:24:16,25652,15938,1,3
15:24:16,25655,15940,1,3
15:24:16,25658,15942,1,3
15:24:16,25666,15947,1,3
15:24:16,25667,15948,1,3
15:24:16,25669,15949,1,3
15:24:16,25672,15951,1,3
15:24:16,25681,15957,1,3
15:24:16,25687,15961,1,3
15:24:16,25690,15963,1,3
15:24:16,25694,15965,1,3
15:24:16,25695,15966,1,3
15:24:16,25697,15967,1,3
15:24:16,25700,15969,1,3
15:24:16,25703,15971,1,3
15:24:16,25704,15972,1,3
15:24:16,25706,15973,1,3
15:24:16,25707,15974,1,3
15:24:16,25709,15975,1,3
15:24:16,25712,15977,1,3
15:24:16,25714,15978,1,3
15:24:16,25717,15980,1,3
15:24:16,25718,15981,1,3
15:24:16,25721,15983,1,3
15:24:16,25723,15984,1,3
15:24:16,25727,15987,1,3
15:24:16,25729,15988,1,3
15:24:16,25731,15989,1,3
15:24:16,25734,15991,1,3
15:24:16,25735,15992,1,3
15:24:16,25737,15993,1,3
15:24:16,25738,15994,1,3
15:24:16,25740,15995,1,3
15:24:16,25741,15996,1,3
15:24:16,25743,15997,1,3
15:24:16,25744,15998,1,3
15:24:16,25746,15999,1,3
15:24:16,25748,16000,1,3
15:24:16,25749,16001,1,3
15:24:16,25751,16002,1,3
15:24:16,25752,16003,1,3
15:24:16,25755,16005,1,3
15:24:16,25758,16007,1,3
15:24:16,25761,16009,1,3
15:24:16,25763,16010,1,3
15:24:16,25765,16011,1,3
15:24:16,25766,16012,1,3
15:24:16,25768,16013,1,3
15:24:16,25771,16015,1,3
15:24:16,25774,16017,1,3
15:24:16,25775,16018,1,3
15:24:16,25777,16019,1,3
15:24:16,25778,16020,1,3
15:24:16,25780,16021,1,3
15:24:16,25781,16022,1,3
15:24:16,25783,16023,1,3
15:24:16,25786,16025,1,3
15:24:16,25789,16027,1,3
15:24:16,25791,16028,1,3
15:24:16,25792,16029,1,3
15:24:16,25794,16030,1,3
15:24:16,25795,16031,1,3
15:24:16,25797,16032,1,3
15:24:16,25798,16033,1,3
15:24:16,25800,16034,1,3
15:24:16,25802,16035,1,3
15:24:16,25806,16038,1,3
15:24:16,25808,16039,1,3
15:24:16,25809,16040,1,3
15:24:16,25811,16041,1,3
15:24:16,25812,16042,1,3
15:24:16,25814,16043,1,3
15:24:16,25815,16044,1,3
15:24:16,25817,16045,1,3
15:24:16,25820,16047,1,3
15:24:16,25822,16048,1,3
15:24:16,25823,16049,1,3
15:24:16,25825,16050,1,3
15:24:16,25826,16051,1,3
15:24:16,25828,16052,1,3
15:24:16,25829,16053,1,3
15:24:16,25831,16054,1,3
15:24:16,25832,16055,1,3
15:24:16,25834,16056,1,3
15:24:16,25835,16057,1,3
15:24:16,25837,16058,1,3
15:24:16,25839,16059,1,3
15:24:16,25840,16060,1,3
15:24:16,25842,16061,1,3
15:24:16,25843,16062,1,3
15:24:16,25845,16063,1,3
15:24:16,25846,16064,1,3
15:24:16,25848,16065,1,3
15:24:16,25849,16066,1,3
15:24:17,25851,16067,1,3
15:24:17,25852,16068,1,3
15:24:17,25854,16069,1,3
15:24:17,25856,16070,1,3
15:24:17,25857,16071,1,3
15:24:17,25860,16073,1,3
15:24:17,25862,16074,1,3
15:24:17,25863,16075,1,3
15:24:17,25865,16076,1,3
15:24:17,25866,16077,1,3
15:24:17,25868,16078,1,3
15:24:17,25869,16079,1,3
15:24:17,25871,16080,1,3
15:24:17,25873,16081,1,3
15:24:17,25874,16082,1,3
15:24:17,25876,16083,1,3
15:24:17,25877,16084,1,3
15:24:17,25879,16085,1,3
15:24:17,25880,16086,1,3
15:24:17,25882,16087,1,3
15:24:17,25883,16088,1,3
15:24:17,25885,16089,1,3
15:24:17,25886,16090,1,3
15:24:17,25888,16091,1,3
15:24:17,25891,16093,1,3
15:24:17,25893,16094,1,3
15:24:17,25894,16095,1,3
15:24:17,25896,16096,1,3
15:24:17,25897,16097,1,3
15:24:17,25899,16098,1,3
15:24:17,25900,16099,1,3
15:24:17,25902,16100,1,3
15:24:17,25903,16101,1,3
15:24:17,25905,16102,1,3
15:24:17,25906,16103,1,3
15:24:17,25908,16104,1,3
15:24:17,25910,16105,1,3
15:24:17,25911,16106,1,3
15:24:17,25913,16107,1,3
15:24:17,25914,16108,1,3
15:24:17,25916,16109,1,3
15:24:17,25917,16110,1,3
15:24:17,25919,16111,1,3
15:24:17,25920,16112,1,3
15:24:17,25922,16113,1,3
15:24:17,25923,16114,1,3
15:24:17,25925,16115,1,3
15:24:17,25927,16116,1,3
15:24:17,25928,16117,1,3
15:24:17,25930,16118,1,3
15:24:17,25931,16119,1,3
15:24:17,25933,16120,1,3
15:24:17,25934,16121,1,3
15:24:17,25936,16122,1,3
15:24:17,25937,16123,1,3
15:24:17,25939,16124,1,3
15:24:17,25940,16125,1,3
15:24:17,25942,16126,1,3
15:24:17,25944,16127,1,3
15:24:17,25945,16128,1,3
15:24:17,25947,16129,1,3
15:24:17,25948,16130,1,3
15:24:17,25950,16131,1,3
15:24:17,25951,16132,1,3
15:24:17,25953,16133,1,3
15:24:17,25954,16134,1,3
15:24:17,25957,16136,1,3
15:24:17,25959,16137,1,3
15:24:17,25960,16138,1,3
15:24:17,25962,16139,1,3
15:24:17,25964,16140,1,3
15:24:17,25965,16141,1,3
15:24:17,25968,16143,1,3
15:24:17,25970,16144,1,3
15:24:17,25971,16145,1,3
15:24:17,25973,16146,1,3
15:24:17,25974,16147,1,3
15:24:17,25976,16148,1,3
15:24:17,25977,16149,1,3
15:24:17,25979,16150,1,3
15:24:17,25981,16151,1,3
15:24:17,25982,16152,1,3
15:24:17,25984,16153,1,3
15:24:17,25987,16155,1,3
15:24:17,25988,16156,1,3
15:24:17,25990,16157,1,3
15:24:17,25991,16158,1,3
15:24:17,25993,16159,1,3
15:24:17,25994,16160,1,3
15:24:17,25996,16161,1,3
15:24:17,25998,16162,1,3
15:24:17,25999,16163,1,3
