15:04:41,Timestamp,Index,DataRate,PowerLevel
15:05:06,18367,6882,250,1
15:05:06,18925,7104,250,1
15:05:06,18927,7105,250,1
15:05:06,18935,7108,250,1
15:05:06,18953,7115,250,1
15:05:06,18958,7117,250,1
15:05:06,18960,7118,250,1
15:05:17,29418,11276,250,1
15:05:17,29423,11278,250,1
15:05:17,29433,11282,250,1
15:05:17,29435,11283,250,1
15:05:17,29440,11285,250,1
15:05:17,29443,11286,250,1
15:05:17,29450,11289,250,1
15:05:17,29460,11293,250,1
15:05:17,29521,11317,250,1
15:05:17,29523,11318,250,1
15:05:17,29531,11321,250,1
15:05:17,29533,11322,250,1
15:05:17,29548,11328,250,1
15:05:17,29551,11329,250,1
15:05:17,29556,11331,250,1
15:05:17,29561,11333,250,1
15:05:17,29579,11340,250,1
15:05:17,29589,11344,250,1
15:05:17,29591,11345,250,1
15:05:17,29604,11350,250,1
15:05:17,29606,11351,250,1
15:05:17,29634,11362,250,1
15:05:17,29639,11364,250,1
15:05:17,30059,11531,250,1
15:05:17,30124,11557,250,1
15:05:17,30129,11559,250,1
15:05:17,30134,11561,250,1
15:05:17,30142,11564,250,1
15:05:17,30149,11567,250,1
15:05:17,30159,11571,250,1
15:05:17,30162,11572,250,1
15:05:17,30172,11576,250,1
15:05:17,30175,11577,250,1
15:05:17,30180,11579,250,1
15:05:17,30182,11580,250,1
15:05:17,30185,11581,250,1
15:05:17,30187,11582,250,1
15:05:17,30197,11586,250,1
15:05:17,30200,11587,250,1
15:05:17,30202,11588,250,1
15:05:17,30205,11589,250,1
15:05:17,30207,11590,250,1
15:05:17,30210,11591,250,1
15:05:17,30215,11593,250,1
15:05:17,30220,11595,250,1
15:05:17,30222,11596,250,1
15:05:17,30225,11597,250,1
15:05:17,30227,11598,250,1
15:05:17,30230,11599,250,1
15:05:17,30242,11604,250,1
15:05:17,30248,11606,250,1
15:05:17,30253,11608,250,1
15:05:17,30255,11609,250,1
15:05:17,30260,11611,250,1
15:05:17,30263,11612,250,1
15:05:17,30270,11615,250,1
15:05:17,30273,11616,250,1
15:05:17,30275,11617,250,1
15:05:17,30278,11618,250,1
15:05:18,30285,11621,250,1
15:05:18,30288,11622,250,1
15:05:18,30290,11623,250,1
15:05:18,30298,11626,250,1
15:05:18,30303,11628,250,1
15:05:18,30313,11632,250,1
15:05:18,30338,11642,250,1
15:05:18,30434,11680,250,1
15:05:18,30436,11681,250,1
15:05:18,30439,11682,250,1
15:05:18,30441,11683,250,1
15:05:18,30564,11732,250,1
15:05:18,30630,11758,250,1
15:05:18,30642,11763,250,1
15:05:18,30650,11766,250,1
15:05:18,30652,11767,250,1
15:05:18,30657,11769,250,1
15:05:18,30660,11770,250,1
15:05:18,30665,11772,250,1
15:05:18,30680,11778,250,1
15:05:18,30683,11779,250,1
15:05:18,30688,11781,250,1
15:05:18,30690,11782,250,1
15:05:18,30693,11783,250,1
15:05:18,30695,11784,250,1
15:05:18,30698,11785,250,1
15:05:18,30700,11786,250,1
15:05:18,30703,11787,250,1
15:05:18,30705,11788,250,1
15:05:18,30710,11790,250,1
15:05:18,30713,11791,250,1
15:05:18,30715,11792,250,1
15:05:18,30718,11793,250,1
15:05:18,30723,11795,250,1
15:05:18,30725,11796,250,1
15:05:18,30728,11797,250,1
15:05:18,30733,11799,250,1
15:05:18,30735,11800,250,1
15:05:18,30738,11801,250,1
15:05:18,30740,11802,250,1
15:05:18,30743,11803,250,1
15:05:18,30745,11804,250,1
15:05:18,30748,11805,250,1
15:05:18,30753,11807,250,1
15:05:18,30756,11808,250,1
15:05:18,30758,11809,250,1
15:05:18,30761,11810,250,1
15:05:18,30763,11811,250,1
15:05:18,30766,11812,250,1
15:05:18,30768,11813,250,1
15:05:18,30771,11814,250,1
