Index,Timestamp,Millis,DataRate,PowerLevel,Indicator
136,12:43:28,1248,2,2,1
137,12:43:28,1249,2,2,1
138,12:43:28,1251,2,2,1
139,12:43:28,1252,2,2,1
140,12:43:28,1253,2,2,1
141,12:43:28,1255,2,2,1
142,12:43:28,1256,2,2,1
143,12:43:28,1258,2,2,1
144,12:43:28,1259,2,2,1
145,12:43:28,1260,2,2,1
146,12:43:28,1262,2,2,1
147,12:43:28,1263,2,2,1
148,12:43:28,1265,2,2,1
149,12:43:28,1266,2,2,1
150,12:43:28,1267,2,2,1
151,12:43:28,1269,2,2,1
152,12:43:28,1270,2,2,1
153,12:43:28,1271,2,2,1
154,12:43:28,1273,2,2,1
155,12:43:28,1274,2,2,1
156,12:43:28,1276,2,2,1
157,12:43:28,1277,2,2,1
158,12:43:28,1278,2,2,1
159,12:43:28,1280,2,2,1
160,12:43:28,1281,2,2,1
161,12:43:28,1283,2,2,1
162,12:43:28,1284,2,2,1
163,12:43:28,1285,2,2,1
164,12:43:28,1287,2,2,1
165,12:43:28,1288,2,2,1
166,12:43:28,1289,2,2,1
167,12:43:28,1291,2,2,1
168,12:43:28,1292,2,2,1
169,12:43:28,1294,2,2,1
170,12:43:28,1295,2,2,1
171,12:43:28,1296,2,2,1
172,12:43:28,1298,2,2,1
173,12:43:28,1299,2,2,1
174,12:43:28,1301,2,2,1
175,12:43:28,1302,2,2,1
176,12:43:28,1303,2,2,1
177,12:43:28,1305,2,2,1
178,12:43:28,1306,2,2,1
179,12:43:28,1307,2,2,1
180,12:43:28,1309,2,2,1
181,12:43:28,1310,2,2,1
182,12:43:28,1312,2,2,1
183,12:43:28,1313,2,2,1
184,12:43:28,1314,2,2,1
185,12:43:28,1316,2,2,1
186,12:43:28,1317,2,2,1
187,12:43:28,1319,2,2,1
188,12:43:28,1320,2,2,1
189,12:43:28,1321,2,2,1
190,12:43:28,1323,2,2,1
191,12:43:28,1324,2,2,1
192,12:43:28,1325,2,2,1
193,12:43:28,1327,2,2,1
194,12:43:28,1328,2,2,1
195,12:43:28,1330,2,2,1
196,12:43:28,1331,2,2,1
197,12:43:28,1332,2,2,1
198,12:43:28,1334,2,2,1
199,12:43:28,1335,2,2,1
200,12:43:28,1337,2,2,1
201,12:43:28,1338,2,2,1
202,12:43:28,1339,2,2,1
203,12:43:28,1341,2,2,1
204,12:43:28,1342,2,2,1
205,12:43:28,1343,2,2,1
206,12:43:28,1345,2,2,1
207,12:43:28,1346,2,2,1
208,12:43:28,1348,2,2,1
209,12:43:28,1349,2,2,1
210,12:43:28,1350,2,2,1
211,12:43:28,1352,2,2,1
212,12:43:28,1353,2,2,1
213,12:43:28,1355,2,2,1
214,12:43:28,1356,2,2,1
215,12:43:28,1357,2,2,1
216,12:43:28,1359,2,2,1
217,12:43:28,1360,2,2,1
218,12:43:28,1361,2,2,1
219,12:43:28,1363,2,2,1
220,12:43:28,1364,2,2,1
221,12:43:28,1366,2,2,1
222,12:43:28,1367,2,2,1
223,12:43:28,1368,2,2,1
224,12:43:28,1370,2,2,1
225,12:43:28,1371,2,2,1
226,12:43:28,1373,2,2,1
227,12:43:28,1374,2,2,1
228,12:43:28,1375,2,2,1
229,12:43:28,1377,2,2,1
230,12:43:28,1378,2,2,1
231,12:43:28,1379,2,2,1
232,12:43:28,1381,2,2,1
233,12:43:28,1382,2,2,1
234,12:43:28,1384,2,2,1
235,12:43:28,1385,2,2,1
236,12:43:28,1386,2,2,1
237,12:43:28,1388,2,2,1
238,12:43:28,1389,2,2,1
239,12:43:28,1391,2,2,1
240,12:43:28,1392,2,2,1
241,12:43:28,1393,2,2,1
242,12:43:28,1395,2,2,1
243,12:43:28,1396,2,2,1
244,12:43:28,1397,2,2,1
245,12:43:28,1399,2,2,1
246,12:43:28,1400,2,2,1
247,12:43:28,1402,2,2,1
248,12:43:28,1403,2,2,1
249,12:43:28,1404,2,2,1
250,12:43:28,1406,2,2,1
251,12:43:28,1407,2,2,1
252,12:43:28,1409,2,2,1
253,12:43:28,1410,2,2,1
254,12:43:28,1411,2,2,1
255,12:43:28,1413,2,2,1
256,12:43:28,1414,2,2,1
257,12:43:28,1415,2,2,1
258,12:43:28,1417,2,2,1
259,12:43:28,1418,2,2,1
260,12:43:28,1420,2,2,1
261,12:43:28,1421,2,2,1
262,12:43:28,1422,2,2,1
263,12:43:28,1424,2,2,1
264,12:43:28,1425,2,2,1
265,12:43:28,1427,2,2,1
266,12:43:28,1428,2,2,1
267,12:43:28,1429,2,2,1
268,12:43:28,1431,2,2,1
269,12:43:28,1432,2,2,1
270,12:43:28,1433,2,2,1
271,12:43:28,1435,2,2,1
272,12:43:28,1436,2,2,1
273,12:43:28,1438,2,2,1
274,12:43:28,1439,2,2,1
275,12:43:28,1440,2,2,1
276,12:43:28,1442,2,2,1
277,12:43:28,1443,2,2,1
278,12:43:28,1445,2,2,1
279,12:43:28,1446,2,2,1
280,12:43:28,1447,2,2,1
281,12:43:28,1449,2,2,1
282,12:43:28,1450,2,2,1
283,12:43:28,1452,2,2,1
284,12:43:28,1453,2,2,1
285,12:43:28,1454,2,2,1
286,12:43:28,1456,2,2,1
287,12:43:28,1457,2,2,1
288,12:43:28,1458,2,2,1
289,12:43:28,1460,2,2,1
290,12:43:28,1461,2,2,1
291,12:43:28,1463,2,2,1
292,12:43:28,1464,2,2,1
293,12:43:28,1465,2,2,1
294,12:43:28,1467,2,2,1
295,12:43:28,1468,2,2,1
296,12:43:28,1470,2,2,1
297,12:43:28,1471,2,2,1
298,12:43:28,1472,2,2,1
299,12:43:28,1474,2,2,1
300,12:43:28,1475,2,2,1
301,12:43:28,1476,2,2,1
302,12:43:28,1478,2,2,1
303,12:43:28,1479,2,2,1
304,12:43:28,1481,2,2,1
305,12:43:28,1482,2,2,1
306,12:43:28,1483,2,2,1
307,12:43:28,1485,2,2,1
308,12:43:28,1486,2,2,1
309,12:43:28,1488,2,2,1
310,12:43:28,1489,2,2,1
311,12:43:28,1490,2,2,1
312,12:43:28,1492,2,2,1
313,12:43:28,1493,2,2,1
314,12:43:28,1494,2,2,1
315,12:43:28,1496,2,2,1
316,12:43:28,1497,2,2,1
317,12:43:28,1499,2,2,1
318,12:43:28,1500,2,2,1
319,12:43:28,1501,2,2,1
320,12:43:28,1503,2,2,1
321,12:43:28,1504,2,2,1
322,12:43:28,1506,2,2,1
323,12:43:28,1507,2,2,1
324,12:43:28,1508,2,2,1
325,12:43:28,1510,2,2,1
326,12:43:28,1511,2,2,1
327,12:43:28,1512,2,2,1
328,12:43:28,1514,2,2,1
329,12:43:28,1515,2,2,1
330,12:43:28,1517,2,2,1
331,12:43:28,1518,2,2,1
332,12:43:28,1519,2,2,1
333,12:43:28,1521,2,2,1
334,12:43:28,1522,2,2,1
335,12:43:28,1524,2,2,1
336,12:43:28,1525,2,2,1
337,12:43:28,1526,2,2,1
338,12:43:28,1528,2,2,1
339,12:43:28,1529,2,2,1
340,12:43:28,1530,2,2,1
341,12:43:28,1532,2,2,1
342,12:43:28,1533,2,2,1
343,12:43:28,1535,2,2,1
344,12:43:28,1536,2,2,1
345,12:43:28,1537,2,2,1
346,12:43:28,1539,2,2,1
347,12:43:28,1540,2,2,1
348,12:43:28,1542,2,2,1
349,12:43:28,1543,2,2,1
350,12:43:28,1544,2,2,1
351,12:43:28,1546,2,2,1
352,12:43:28,1547,2,2,1
353,12:43:28,1548,2,2,1
354,12:43:28,1550,2,2,1
355,12:43:28,1551,2,2,1
356,12:43:28,1553,2,2,1
357,12:43:28,1554,2,2,1
358,12:43:28,1555,2,2,1
359,12:43:28,1557,2,2,1
360,12:43:28,1558,2,2,1
361,12:43:28,1560,2,2,1
362,12:43:28,1561,2,2,1
363,12:43:28,1562,2,2,1
364,12:43:28,1564,2,2,1
365,12:43:28,1565,2,2,1
366,12:43:28,1566,2,2,1
367,12:43:28,1568,2,2,1
368,12:43:28,1569,2,2,1
369,12:43:28,1571,2,2,1
370,12:43:28,1572,2,2,1
371,12:43:28,1573,2,2,1
372,12:43:28,1575,2,2,1
373,12:43:28,1576,2,2,1
374,12:43:28,1578,2,2,1
375,12:43:28,1579,2,2,1
376,12:43:28,1580,2,2,1
377,12:43:28,1582,2,2,1
378,12:43:28,1583,2,2,1
379,12:43:28,1584,2,2,1
380,12:43:28,1586,2,2,1
381,12:43:28,1587,2,2,1
382,12:43:28,1589,2,2,1
383,12:43:28,1590,2,2,1
384,12:43:28,1591,2,2,1
385,12:43:28,1593,2,2,1
386,12:43:28,1594,2,2,1
387,12:43:28,1596,2,2,1
388,12:43:28,1597,2,2,1
389,12:43:28,1598,2,2,1
390,12:43:28,1600,2,2,1
391,12:43:28,1601,2,2,1
392,12:43:28,1602,2,2,1
393,12:43:28,1604,2,2,1
394,12:43:28,1605,2,2,1
395,12:43:28,1607,2,2,1
396,12:43:28,1608,2,2,1
397,12:43:28,1609,2,2,1
398,12:43:28,1611,2,2,1
399,12:43:28,1612,2,2,1
400,12:43:28,1614,2,2,1
401,12:43:28,1615,2,2,1
402,12:43:28,1616,2,2,1
403,12:43:28,1618,2,2,1
404,12:43:28,1619,2,2,1
405,12:43:28,1620,2,2,1
406,12:43:28,1622,2,2,1
407,12:43:28,1623,2,2,1
408,12:43:28,1625,2,2,1
409,12:43:28,1626,2,2,1
410,12:43:28,1627,2,2,1
411,12:43:28,1629,2,2,1
412,12:43:28,1630,2,2,1
413,12:43:28,1632,2,2,1
414,12:43:28,1633,2,2,1
415,12:43:28,1634,2,2,1
416,12:43:28,1636,2,2,1
417,12:43:28,1637,2,2,1
418,12:43:28,1638,2,2,1
419,12:43:28,1640,2,2,1
420,12:43:28,1641,2,2,1
421,12:43:28,1643,2,2,1
422,12:43:28,1644,2,2,1
423,12:43:28,1645,2,2,1
424,12:43:28,1647,2,2,1
425,12:43:28,1648,2,2,1
426,12:43:28,1650,2,2,1
427,12:43:28,1651,2,2,1
428,12:43:28,1652,2,2,1
429,12:43:28,1654,2,2,1
430,12:43:28,1655,2,2,1
431,12:43:28,1656,2,2,1
432,12:43:28,1658,2,2,1
433,12:43:28,1659,2,2,1
434,12:43:28,1661,2,2,1
435,12:43:28,1662,2,2,1
436,12:43:28,1663,2,2,1
437,12:43:28,1665,2,2,1
438,12:43:28,1666,2,2,1
439,12:43:28,1668,2,2,1
440,12:43:28,1669,2,2,1
441,12:43:28,1670,2,2,1
442,12:43:28,1672,2,2,1
443,12:43:28,1673,2,2,1
444,12:43:28,1674,2,2,1
445,12:43:28,1676,2,2,1
446,12:43:28,1677,2,2,1
447,12:43:28,1679,2,2,1
448,12:43:28,1680,2,2,1
449,12:43:28,1681,2,2,1
450,12:43:28,1683,2,2,1
451,12:43:28,1684,2,2,1
452,12:43:28,1686,2,2,1
453,12:43:28,1687,2,2,1
454,12:43:28,1688,2,2,1
455,12:43:28,1690,2,2,1
456,12:43:28,1691,2,2,1
457,12:43:28,1692,2,2,1
458,12:43:28,1694,2,2,1
459,12:43:28,1695,2,2,1
460,12:43:28,1697,2,2,1
461,12:43:28,1698,2,2,1
462,12:43:28,1699,2,2,1
463,12:43:28,1701,2,2,1
464,12:43:28,1702,2,2,1
465,12:43:28,1704,2,2,1
466,12:43:28,1705,2,2,1
467,12:43:28,1706,2,2,1
468,12:43:28,1708,2,2,1
469,12:43:28,1709,2,2,1
470,12:43:28,1710,2,2,1
471,12:43:28,1712,2,2,1
472,12:43:28,1713,2,2,1
473,12:43:28,1715,2,2,1
474,12:43:28,1716,2,2,1
475,12:43:28,1717,2,2,1
476,12:43:28,1719,2,2,1
477,12:43:28,1720,2,2,1
478,12:43:28,1722,2,2,1
479,12:43:28,1723,2,2,1
480,12:43:28,1724,2,2,1
481,12:43:28,1726,2,2,1
482,12:43:28,1727,2,2,1
483,12:43:28,1729,2,2,1
484,12:43:28,1730,2,2,1
485,12:43:28,1731,2,2,1
486,12:43:28,1733,2,2,1
487,12:43:28,1734,2,2,1
488,12:43:28,1735,2,2,1
489,12:43:28,1737,2,2,1
490,12:43:28,1738,2,2,1
491,12:43:28,1740,2,2,1
492,12:43:28,1741,2,2,1
493,12:43:28,1742,2,2,1
494,12:43:28,1744,2,2,1
495,12:43:28,1745,2,2,1
496,12:43:28,1747,2,2,1
497,12:43:28,1748,2,2,1
498,12:43:28,1749,2,2,1
499,12:43:28,1751,2,2,1
500,12:43:28,1752,2,2,1
501,12:43:28,1753,2,2,1
502,12:43:28,1755,2,2,1
503,12:43:28,1756,2,2,1
504,12:43:28,1758,2,2,1
505,12:43:28,1759,2,2,1
506,12:43:28,1760,2,2,1
507,12:43:28,1762,2,2,1
508,12:43:28,1763,2,2,1
509,12:43:28,1765,2,2,1
510,12:43:28,1766,2,2,1
511,12:43:28,1767,2,2,1
512,12:43:28,1769,2,2,1
513,12:43:28,1770,2,2,1
514,12:43:28,1771,2,2,1
515,12:43:28,1773,2,2,1
516,12:43:28,1774,2,2,1
517,12:43:28,1776,2,2,1
518,12:43:28,1777,2,2,1
519,12:43:28,1778,2,2,1
520,12:43:28,1780,2,2,1
521,12:43:28,1781,2,2,1
522,12:43:28,1783,2,2,1
523,12:43:28,1784,2,2,1
524,12:43:28,1785,2,2,1
525,12:43:28,1787,2,2,1
526,12:43:28,1788,2,2,1
527,12:43:28,1789,2,2,1
528,12:43:28,1791,2,2,1
529,12:43:28,1792,2,2,1
530,12:43:28,1794,2,2,1
531,12:43:28,1795,2,2,1
532,12:43:28,1796,2,2,1
533,12:43:28,1798,2,2,1
534,12:43:28,1799,2,2,1
535,12:43:28,1801,2,2,1
536,12:43:28,1802,2,2,1
537,12:43:28,1803,2,2,1
538,12:43:28,1805,2,2,1
539,12:43:28,1806,2,2,1
540,12:43:28,1807,2,2,1
541,12:43:28,1809,2,2,1
542,12:43:28,1810,2,2,1
543,12:43:28,1812,2,2,1
544,12:43:28,1813,2,2,1
545,12:43:28,1814,2,2,1
546,12:43:28,1816,2,2,1
547,12:43:28,1817,2,2,1
548,12:43:28,1819,2,2,1
549,12:43:28,1820,2,2,1
550,12:43:28,1821,2,2,1
551,12:43:28,1823,2,2,1
552,12:43:28,1824,2,2,1
553,12:43:28,1825,2,2,1
554,12:43:28,1827,2,2,1
555,12:43:28,1828,2,2,1
556,12:43:28,1830,2,2,1
557,12:43:28,1831,2,2,1
558,12:43:28,1832,2,2,1
559,12:43:28,1834,2,2,1
560,12:43:28,1835,2,2,1
561,12:43:28,1837,2,2,1
562,12:43:28,1838,2,2,1
563,12:43:28,1839,2,2,1
564,12:43:28,1841,2,2,1
565,12:43:28,1842,2,2,1
566,12:43:28,1843,2,2,1
567,12:43:28,1845,2,2,1
568,12:43:28,1846,2,2,1
569,12:43:28,1848,2,2,1
570,12:43:28,1849,2,2,1
571,12:43:28,1850,2,2,1
572,12:43:28,1852,2,2,1
573,12:43:28,1853,2,2,1
574,12:43:28,1855,2,2,1
575,12:43:28,1856,2,2,1
576,12:43:28,1857,2,2,1
577,12:43:28,1859,2,2,1
578,12:43:28,1860,2,2,1
579,12:43:28,1861,2,2,1
580,12:43:28,1863,2,2,1
581,12:43:28,1864,2,2,1
582,12:43:28,1866,2,2,1
583,12:43:28,1867,2,2,1
584,12:43:28,1868,2,2,1
585,12:43:28,1870,2,2,1
586,12:43:28,1871,2,2,1
587,12:43:28,1873,2,2,1
588,12:43:28,1874,2,2,1
589,12:43:28,1875,2,2,1
590,12:43:28,1877,2,2,1
591,12:43:28,1878,2,2,1
592,12:43:28,1879,2,2,1
593,12:43:28,1881,2,2,1
594,12:43:28,1882,2,2,1
595,12:43:28,1884,2,2,1
596,12:43:28,1885,2,2,1
597,12:43:28,1886,2,2,1
598,12:43:28,1888,2,2,1
599,12:43:28,1889,2,2,1
600,12:43:28,1891,2,2,1
601,12:43:28,1892,2,2,1
602,12:43:28,1893,2,2,1
603,12:43:28,1895,2,2,1
604,12:43:28,1896,2,2,1
605,12:43:28,1897,2,2,1
606,12:43:28,1899,2,2,1
607,12:43:28,1900,2,2,1
608,12:43:28,1902,2,2,1
609,12:43:28,1903,2,2,1
610,12:43:28,1904,2,2,1
611,12:43:28,1906,2,2,1
612,12:43:28,1907,2,2,1
613,12:43:28,1909,2,2,1
614,12:43:28,1910,2,2,1
615,12:43:28,1911,2,2,1
616,12:43:28,1913,2,2,1
617,12:43:28,1914,2,2,1
618,12:43:28,1915,2,2,1
619,12:43:28,1917,2,2,1
620,12:43:28,1918,2,2,1
621,12:43:28,1920,2,2,1
622,12:43:28,1921,2,2,1
623,12:43:28,1922,2,2,1
624,12:43:28,1924,2,2,1
625,12:43:28,1925,2,2,1
626,12:43:28,1927,2,2,1
627,12:43:28,1928,2,2,1
628,12:43:28,1929,2,2,1
629,12:43:28,1931,2,2,1
630,12:43:28,1932,2,2,1
631,12:43:28,1933,2,2,1
632,12:43:28,1935,2,2,1
633,12:43:28,1936,2,2,1
634,12:43:28,1938,2,2,1
635,12:43:28,1939,2,2,1
636,12:43:28,1940,2,2,1
637,12:43:28,1942,2,2,1
638,12:43:28,1943,2,2,1
639,12:43:28,1945,2,2,1
640,12:43:28,1946,2,2,1
641,12:43:28,1947,2,2,1
642,12:43:28,1949,2,2,1
643,12:43:28,1950,2,2,1
644,12:43:28,1951,2,2,1
645,12:43:28,1953,2,2,1
646,12:43:28,1954,2,2,1
647,12:43:28,1956,2,2,1
648,12:43:28,1957,2,2,1
649,12:43:28,1958,2,2,1
650,12:43:28,1960,2,2,1
651,12:43:28,1961,2,2,1
652,12:43:28,1963,2,2,1
653,12:43:28,1964,2,2,1
654,12:43:28,1965,2,2,1
655,12:43:28,1967,2,2,1
656,12:43:28,1968,2,2,1
657,12:43:28,1969,2,2,1
658,12:43:28,1971,2,2,1
659,12:43:28,1972,2,2,1
660,12:43:28,1974,2,2,1
661,12:43:28,1975,2,2,1
662,12:43:28,1976,2,2,1
663,12:43:28,1978,2,2,1
664,12:43:28,1979,2,2,1
665,12:43:28,1981,2,2,1
666,12:43:28,1982,2,2,1
667,12:43:28,1983,2,2,1
668,12:43:28,1985,2,2,1
669,12:43:28,1986,2,2,1
670,12:43:28,1987,2,2,1
671,12:43:28,1989,2,2,1
672,12:43:28,1990,2,2,1
673,12:43:28,1992,2,2,1
674,12:43:28,1993,2,2,1
675,12:43:28,1994,2,2,1
676,12:43:28,1996,2,2,1
677,12:43:28,1997,2,2,1
678,12:43:28,1999,2,2,1
679,12:43:28,2000,2,2,1
680,12:43:28,2001,2,2,1
681,12:43:28,2003,2,2,1
682,12:43:28,2004,2,2,1
683,12:43:28,2006,2,2,1
684,12:43:28,2007,2,2,1
685,12:43:28,2008,2,2,1
686,12:43:28,2010,2,2,1
687,12:43:28,2011,2,2,1
688,12:43:28,2012,2,2,1
689,12:43:28,2014,2,2,1
690,12:43:28,2015,2,2,1
691,12:43:28,2017,2,2,1
692,12:43:28,2018,2,2,1
693,12:43:28,2019,2,2,1
694,12:43:28,2021,2,2,1
695,12:43:28,2022,2,2,1
696,12:43:28,2024,2,2,1
697,12:43:28,2025,2,2,1
698,12:43:28,2026,2,2,1
699,12:43:28,2028,2,2,1
700,12:43:28,2029,2,2,1
701,12:43:28,2030,2,2,1
702,12:43:28,2032,2,2,1
703,12:43:28,2033,2,2,1
704,12:43:28,2035,2,2,1
705,12:43:28,2036,2,2,1
706,12:43:28,2037,2,2,1
707,12:43:28,2039,2,2,1
708,12:43:28,2040,2,2,1
709,12:43:28,2042,2,2,1
710,12:43:28,2043,2,2,1
711,12:43:28,2044,2,2,1
712,12:43:28,2046,2,2,1
713,12:43:28,2047,2,2,1
714,12:43:28,2048,2,2,1
715,12:43:28,2050,2,2,1
716,12:43:28,2051,2,2,1
717,12:43:28,2053,2,2,1
718,12:43:28,2054,2,2,1
719,12:43:28,2055,2,2,1
720,12:43:28,2057,2,2,1
721,12:43:28,2058,2,2,1
722,12:43:28,2060,2,2,1
723,12:43:28,2061,2,2,1
724,12:43:28,2062,2,2,1
725,12:43:28,2064,2,2,1
726,12:43:28,2065,2,2,1
727,12:43:28,2066,2,2,1
728,12:43:28,2068,2,2,1
729,12:43:28,2069,2,2,1
730,12:43:28,2071,2,2,1
731,12:43:28,2072,2,2,1
732,12:43:28,2073,2,2,1
733,12:43:28,2075,2,2,1
734,12:43:28,2076,2,2,1
735,12:43:28,2078,2,2,1
736,12:43:28,2079,2,2,1
737,12:43:28,2080,2,2,1
738,12:43:28,2082,2,2,1
739,12:43:28,2083,2,2,1
740,12:43:28,2084,2,2,1
741,12:43:28,2086,2,2,1
742,12:43:28,2087,2,2,1
743,12:43:28,2089,2,2,1
744,12:43:28,2090,2,2,1
745,12:43:28,2091,2,2,1
746,12:43:28,2093,2,2,1
747,12:43:28,2094,2,2,1
748,12:43:28,2096,2,2,1
749,12:43:28,2097,2,2,1
750,12:43:28,2098,2,2,1
751,12:43:28,2100,2,2,1
752,12:43:28,2101,2,2,1
753,12:43:28,2102,2,2,1
754,12:43:28,2104,2,2,1
755,12:43:28,2105,2,2,1
756,12:43:28,2107,2,2,1
757,12:43:28,2108,2,2,1
758,12:43:28,2109,2,2,1
759,12:43:28,2111,2,2,1
760,12:43:28,2112,2,2,1
761,12:43:28,2114,2,2,1
762,12:43:28,2115,2,2,1
763,12:43:28,2116,2,2,1
764,12:43:28,2118,2,2,1
765,12:43:28,2119,2,2,1
766,12:43:28,2120,2,2,1
767,12:43:28,2122,2,2,1
768,12:43:28,2123,2,2,1
769,12:43:28,2125,2,2,1
770,12:43:28,2126,2,2,1
771,12:43:28,2127,2,2,1
772,12:43:28,2129,2,2,1
773,12:43:28,2130,2,2,1
774,12:43:28,2132,2,2,1
775,12:43:28,2133,2,2,1
776,12:43:28,2134,2,2,1
777,12:43:28,2136,2,2,1
778,12:43:28,2137,2,2,1
779,12:43:28,2138,2,2,1
780,12:43:28,2140,2,2,1
781,12:43:28,2141,2,2,1
782,12:43:28,2143,2,2,1
783,12:43:28,2144,2,2,1
784,12:43:28,2145,2,2,1
785,12:43:28,2147,2,2,1
786,12:43:29,2148,2,2,1
787,12:43:29,2150,2,2,1
788,12:43:29,2151,2,2,1
789,12:43:29,2152,2,2,1
790,12:43:29,2154,2,2,1
791,12:43:29,2155,2,2,1
792,12:43:29,2156,2,2,1
793,12:43:29,2158,2,2,1
794,12:43:29,2159,2,2,1
795,12:43:29,2161,2,2,1
796,12:43:29,2162,2,2,1
797,12:43:29,2163,2,2,1
798,12:43:29,2165,2,2,1
799,12:43:29,2166,2,2,1
800,12:43:29,2168,2,2,1
801,12:43:29,2169,2,2,1
802,12:43:29,2170,2,2,1
803,12:43:29,2172,2,2,1
804,12:43:29,2173,2,2,1
805,12:43:29,2174,2,2,1
806,12:43:29,2176,2,2,1
807,12:43:29,2177,2,2,1
808,12:43:29,2179,2,2,1
809,12:43:29,2180,2,2,1
810,12:43:29,2181,2,2,1
811,12:43:29,2183,2,2,1
812,12:43:29,2184,2,2,1
813,12:43:29,2186,2,2,1
814,12:43:29,2187,2,2,1
815,12:43:29,2188,2,2,1
816,12:43:29,2190,2,2,1
817,12:43:29,2191,2,2,1
818,12:43:29,2192,2,2,1
819,12:43:29,2194,2,2,1
