Timestamp,Index
5213,1970
5215,1971
5218,1972
5220,1973
5223,1974
5225,1975
5228,1976
5230,1977
5233,1978
5235,1979
5238,1980
5240,1981
5243,1982
5245,1983
5248,1984
5250,1985
5253,1986
5255,1987
5258,1988
5260,1989
5263,1990
5265,1991
5267,1992
5270,1993
5272,1994
5275,1995
5277,1996
5280,1997
5282,1998
5285,1999
5287,2000
5290,2001
5292,2002
5295,2003
5297,2004
5300,2005
5302,2006
5305,2007
5307,2008
5310,2009
5312,2010
5315,2011
5317,2012
5320,2013
5322,2014
5325,2015
5327,2016
5330,2017
5332,2018
5335,2019
5337,2020
5340,2021
5342,2022
5345,2023
5347,2024
5350,2025
5352,2026
5355,2027
5357,2028
5360,2029
5362,2030
5365,2031
5367,2032
5370,2033
5372,2034
5375,2035
5377,2036
5380,2037
5382,2038
5385,2039
5387,2040
5390,2041
5392,2042
5394,2043
5397,2044
5399,2045
5402,2046
5404,2047
5407,2048
5409,2049
5412,2050
5414,2051
5417,2052
5419,2053
5422,2054
5424,2055
5427,2056
5429,2057
5432,2058
5434,2059
5437,2060
5439,2061
5442,2062
5444,2063
5447,2064
5449,2065
5452,2066
5454,2067
5457,2068
5459,2069
5462,2070
5464,2071
5467,2072
5469,2073
5472,2074
5474,2075
5477,2076
5479,2077
5482,2078
5484,2079
5487,2080
5489,2081
5492,2082
5494,2083
5497,2084
5499,2085
5502,2086
5504,2087
5507,2088
5509,2089
5512,2090
5514,2091
5516,2092
5519,2093
5521,2094
5524,2095
5526,2096
5529,2097
5531,2098
5534,2099
5536,2100
5539,2101
5541,2102
5544,2103
5546,2104
5549,2105
5551,2106
5554,2107
5556,2108
5559,2109
5561,2110
5564,2111
5566,2112
5569,2113
5571,2114
5574,2115
5576,2116
5579,2117
5581,2118
5584,2119
5586,2120
5589,2121
5591,2122
5594,2123
5596,2124
5599,2125
5601,2126
5604,2127
5606,2128
5609,2129
5611,2130
5614,2131
5616,2132
5619,2133
5621,2134
5624,2135
5626,2136
5629,2137
5631,2138
5634,2139
5636,2140
5639,2141
5641,2142
5643,2143
5646,2144
5648,2145
5651,2146
5653,2147
5656,2148
5658,2149
5661,2150
5663,2151
5666,2152
5668,2153
5671,2154
5673,2155
5676,2156
5678,2157
5681,2158
5683,2159
5686,2160
5688,2161
5691,2162
5693,2163
5696,2164
5698,2165
5701,2166
5703,2167
5706,2168
5708,2169
5711,2170
5713,2171
5716,2172
5718,2173
5721,2174
5723,2175
5726,2176
5728,2177
5731,2178
5733,2179
5736,2180
5738,2181
5741,2182
5743,2183
5746,2184
5748,2185
5751,2186
5753,2187
5756,2188
5758,2189
5761,2190
5763,2191
5765,2192
5768,2193
5770,2194
5773,2195
5775,2196
5778,2197
5780,2198
5783,2199
5785,2200
5788,2201
5790,2202
5793,2203
5795,2204
5798,2205
5800,2206
5803,2207
5805,2208
5808,2209
5810,2210
5813,2211
5815,2212
5818,2213
5820,2214
5823,2215
5825,2216
5828,2217
5830,2218
5833,2219
5835,2220
5838,2221
5840,2222
5843,2223
5845,2224
5848,2225
5850,2226
5853,2227
5855,2228
5858,2229
5860,2230
5863,2231
5865,2232
5868,2233
5870,2234
5873,2235
5875,2236
5878,2237
5880,2238
5883,2239
5885,2240
5888,2241
5890,2242
5892,2243
5895,2244
5897,2245
5900,2246
5902,2247
5905,2248
5907,2249
5910,2250
5912,2251
5915,2252
5917,2253
5920,2254
5922,2255
5925,2256
5927,2257
5930,2258
5932,2259
5935,2260
5937,2261
5940,2262
5942,2263
5945,2264
5947,2265
5950,2266
5952,2267
5955,2268
5957,2269
5960,2270
5962,2271
5965,2272
5967,2273
5970,2274
5972,2275
5975,2276
5977,2277
5980,2278
5982,2279
5985,2280
5987,2281
5990,2282
5992,2283
5995,2284
5997,2285
