Timestamp,Index
310,1
322,6
330,9
335,11
345,15
350,17
355,19
357,20
362,22
367,24
370,25
372,26
377,28
382,30
385,31
390,33
392,34
395,35
397,36
400,37
402,38
407,40
414,43
419,45
422,46
424,47
429,49
434,51
439,53
442,54
444,55
449,57
452,58
454,59
464,63
467,64
472,66
474,67
482,70
497,76
499,77
502,78
546,96
549,97
559,101
561,102
566,104
569,105
579,109
581,110
586,112
594,115
604,119
606,120
611,122
616,124
621,126
626,128
629,129
631,130
634,131
644,135
649,137
651,138
656,140
666,144
671,146
673,147
676,148
688,153
693,155
696,156
698,157
703,159
706,160
718,165
721,166
726,168
731,170
736,172
738,173
741,174
763,183
766,184
773,187
776,188
781,190
793,195
810,202
813,203
815,204
823,207
828,209
830,210
835,212
843,215
845,216
850,218
853,219
860,222
865,224
868,225
875,228
880,230
898,237
900,238
908,241
915,244
920,246
927,249
930,250
932,251
935,252
937,253
942,255
945,256
947,257
950,258
952,259
955,260
957,261
960,262
965,264
982,271
990,274
995,276
1005,280
1007,281
1025,288
1034,292
1037,293
1044,296
1062,303
1067,305
1072,307
1104,320
1112,323
1707,562
1752,580
1759,583
1764,585
1767,586
1772,588
1774,589
1777,590
1779,591
1781,592
1784,593
1786,594
1789,595
1791,596
1804,601
1806,602
1816,606
1819,607
1821,608
1824,609
1826,610
1829,611
1831,612
1834,613
1836,614
1839,615
1841,616
1844,617
1846,618
1849,619
1851,620
1854,621
1856,622
1859,623
1861,624
1864,625
1866,626
1869,627
1871,628
1874,629
1876,630
1879,631
1881,632
1884,633
1886,634
1889,635
1891,636
1894,637
1896,638
1899,639
1901,640
1904,641
1906,642
1908,643
1911,644
1913,645
1916,646
1918,647
1921,648
1923,649
1926,650
1928,651
1931,652
1933,653
1936,654
1938,655
1941,656
1943,657
1946,658
1948,659
1951,660
1953,661
1956,662
1958,663
1961,664
1963,665
1966,666
1968,667
1971,668
1973,669
1976,670
1978,671
1981,672
1988,675
1991,676
1993,677
1996,678
1998,679
2001,680
2003,681
2006,682
2008,683
2011,684
2013,685
2016,686
2018,687
2021,688
2023,689
2026,690
2028,691
2030,692
2033,693
2035,694
2038,695
2040,696
2043,697
2045,698
2048,699
2050,700
2053,701
2055,702
2058,703
2060,704
2063,705
2065,706
2068,707
2070,708
2073,709
2075,710
2078,711
2080,712
2083,713
2085,714
2088,715
2090,716
2093,717
2095,718
2098,719
2100,720
2103,721
2105,722
2108,723
2110,724
