16:08:30,Timestamp,Index,DataRate,PowerLevel
16:08:37,1061,1,1,3
16:08:37,1064,3,1,3
16:08:37,1070,7,1,3
16:08:37,1072,8,1,3
16:08:37,1079,13,1,3
16:08:38,1098,25,1,3
16:08:38,1103,28,1,3
16:08:38,1116,37,1,3
16:08:38,1121,40,1,3
16:08:38,1133,48,1,3
16:08:38,1152,60,1,3
16:08:38,1155,62,1,3
16:08:38,1160,65,1,3
16:08:38,1170,72,1,3
16:08:38,1172,73,1,3
16:08:38,1174,74,1,3
16:08:38,1192,86,1,3
16:08:38,1209,97,1,3
16:08:38,1214,100,1,3
16:08:38,1215,101,1,3
16:08:38,1231,111,1,3
16:08:38,1246,121,1,3
16:08:38,1251,124,1,3
16:08:38,1260,130,1,3
16:08:38,1274,139,1,3
16:08:38,1291,150,1,3
16:08:38,1294,152,1,3
16:08:38,1297,154,1,3
16:08:38,1328,174,1,3
16:08:38,1331,176,1,3
16:08:38,1336,179,1,3
16:08:38,1346,186,1,3
16:08:38,1349,188,1,3
16:08:38,1354,191,1,3
16:08:38,1356,192,1,3
16:08:38,1363,197,1,3
16:08:38,1370,201,1,3
16:08:38,1390,214,1,3
16:08:38,1407,225,1,3
16:08:38,1408,226,1,3
16:08:38,1414,230,1,3
16:08:38,1420,234,1,3
16:08:38,1431,241,1,3
16:08:38,1433,242,1,3
16:08:38,1453,255,1,3
16:08:38,1454,256,1,3
16:08:38,1462,261,1,3
16:08:38,1468,265,1,3
16:08:38,1481,273,1,3
16:08:38,1484,275,1,3
16:08:38,1485,276,1,3
16:08:38,1504,288,1,3
16:08:38,1505,289,1,3
16:08:38,1508,291,1,3
16:08:38,1511,293,1,3
16:08:38,1513,294,1,3
16:08:38,1515,295,1,3
16:08:38,1521,299,1,3
16:08:38,1530,305,1,3
16:08:38,1538,310,1,3
16:08:38,1539,311,1,3
16:08:38,1541,312,1,3
16:08:38,1545,315,1,3
16:08:38,1547,316,1,3
16:08:38,1549,317,1,3
16:08:38,1556,322,1,3
