Index,CurrentTime,Timestamp_ms,DataRate,PowerLevel,counter,Indicator
1,16:28:04,2311,1,0,0,1
2,16:28:04,2312,1,0,0,1
3,16:28:04,2314,1,0,0,1
4,16:28:04,2315,1,0,0,1
5,16:28:04,2316,1,0,0,1
6,16:28:04,2439,1,0,0,1
7,16:28:04,2440,1,0,0,1
8,16:28:04,2441,1,0,0,1
9,16:28:04,2443,1,0,0,1
10,16:28:04,2444,1,0,0,1
11,16:28:04,2445,1,0,0,1
12,16:28:04,2447,1,0,0,1
13,16:28:04,2448,1,0,0,1
14,16:28:04,2449,1,0,0,1
15,16:28:04,2451,1,0,0,1
16,16:28:04,2452,1,0,0,1
17,16:28:04,2453,1,0,0,1
18,16:28:04,2455,1,0,0,1
19,16:28:04,2456,1,0,0,1
20,16:28:04,2457,1,0,0,1
21,16:28:04,2459,1,0,0,1
22,16:28:04,2460,1,0,0,1
23,16:28:04,2462,1,0,0,1
24,16:28:04,2463,1,0,0,1
25,16:28:04,2464,1,0,0,1
26,16:28:04,2466,1,0,0,1
27,16:28:04,2467,1,0,0,1
28,16:28:04,2468,1,0,0,1
29,16:28:04,2470,1,0,0,1
30,16:28:04,2471,1,0,0,1
31,16:28:04,2472,1,0,0,1
32,16:28:04,2474,1,0,0,1
33,16:28:04,2475,1,0,0,1
34,16:28:04,2476,1,0,0,1
35,16:28:04,2478,1,0,0,1
36,16:28:04,2479,1,0,0,1
37,16:28:04,2480,1,0,0,1
38,16:28:04,2482,1,0,0,1
39,16:28:04,2483,1,0,0,1
40,16:28:04,2485,1,0,0,1
41,16:28:04,2486,1,0,0,1
42,16:28:04,2487,1,0,0,1
43,16:28:04,2489,1,0,0,1
44,16:28:04,2490,1,0,0,1
45,16:28:04,2491,1,0,0,1
46,16:28:04,2493,1,0,0,1
47,16:28:04,2494,1,0,0,1
48,16:28:04,2495,1,0,0,1
49,16:28:04,2497,1,0,0,1
50,16:28:04,2498,1,0,0,1
51,16:28:04,2499,1,0,0,1
52,16:28:04,2501,1,0,0,1
53,16:28:04,2502,1,0,0,1
54,16:28:04,2503,1,0,0,1
55,16:28:04,2505,1,0,0,1
56,16:28:04,2506,1,0,0,1
57,16:28:04,2508,1,0,0,1
58,16:28:04,2509,1,0,0,1
59,16:28:04,2510,1,0,0,1
60,16:28:04,2512,1,0,0,1
61,16:28:04,2513,1,0,0,1
62,16:28:04,2514,1,0,0,1
63,16:28:04,2516,1,0,0,1
64,16:28:04,2517,1,0,0,1
65,16:28:04,2518,1,0,0,1
66,16:28:04,2520,1,0,0,1
67,16:28:04,2521,1,0,0,1
68,16:28:04,2522,1,0,0,1
69,16:28:04,2524,1,0,0,1
70,16:28:04,2525,1,0,0,1
71,16:28:04,2526,1,0,0,1
72,16:28:04,2528,1,0,0,1
73,16:28:04,2529,1,0,0,1
74,16:28:04,2531,1,0,0,1
75,16:28:04,2532,1,0,0,1
76,16:28:04,2533,1,0,0,1
77,16:28:04,2535,1,0,0,1
78,16:28:04,2536,1,0,0,1
79,16:28:04,2537,1,0,0,1
80,16:28:04,2539,1,0,0,1
81,16:28:04,2540,1,0,0,1
82,16:28:04,2541,1,0,0,1
83,16:28:04,2543,1,0,0,1
84,16:28:04,2544,1,0,0,1
85,16:28:04,2545,1,0,0,1
86,16:28:04,2547,1,0,0,1
87,16:28:04,2548,1,0,0,1
88,16:28:04,2549,1,0,0,1
89,16:28:04,2551,1,0,0,1
90,16:28:04,2552,1,0,0,1
91,16:28:04,2554,1,0,0,1
92,16:28:05,2555,1,0,0,1
93,16:28:05,2556,1,0,0,1
94,16:28:05,2558,1,0,0,1
95,16:28:05,2559,1,0,0,1
96,16:28:05,2560,1,0,0,1
97,16:28:05,2562,1,0,0,1
98,16:28:05,2563,1,0,0,1
99,16:28:05,2564,1,0,0,1
100,16:28:05,2566,1,0,0,1
101,16:28:05,2567,1,0,0,1
102,16:28:05,2568,1,0,0,1
103,16:28:05,2570,1,0,0,1
104,16:28:05,2571,1,0,0,1
105,16:28:05,2572,1,0,0,1
106,16:28:05,2574,1,0,0,1
107,16:28:05,2575,1,0,0,1
108,16:28:05,2577,1,0,0,1
109,16:28:05,2578,1,0,0,1
110,16:28:05,2579,1,0,0,1
111,16:28:05,2581,1,0,0,1
112,16:28:05,2582,1,0,0,1
113,16:28:05,2583,1,0,0,1
114,16:28:05,2585,1,0,0,1
115,16:28:05,2586,1,0,0,1
116,16:28:05,2587,1,0,0,1
117,16:28:05,2589,1,0,0,1
118,16:28:05,2590,1,0,0,1
119,16:28:05,2591,1,0,0,1
120,16:28:05,2593,1,0,0,1
121,16:28:05,2594,1,0,0,1
122,16:28:05,2595,1,0,0,1
123,16:28:05,2597,1,0,0,1
124,16:28:05,2598,1,0,0,1
125,16:28:05,2600,1,0,0,1
126,16:28:05,2601,1,0,0,1
127,16:28:05,2602,1,0,0,1
128,16:28:05,2604,1,0,0,1
129,16:28:05,2605,1,0,0,1
130,16:28:05,2606,1,0,0,1
131,16:28:05,2608,1,0,0,1
132,16:28:05,2609,1,0,0,1
133,16:28:05,2610,1,0,0,1
134,16:28:05,2612,1,0,0,1
135,16:28:05,2613,1,0,0,1
136,16:28:05,2614,1,0,0,1
137,16:28:05,2616,1,0,0,1
138,16:28:05,2617,1,0,0,1
139,16:28:05,2618,1,0,0,1
140,16:28:05,2620,1,0,0,1
141,16:28:05,2621,1,0,0,1
142,16:28:05,2623,1,0,0,1
143,16:28:05,2624,1,0,0,1
144,16:28:05,2625,1,0,0,1
145,16:28:05,2627,1,0,0,1
146,16:28:05,2628,1,0,0,1
147,16:28:05,2629,1,0,0,1
148,16:28:05,2631,1,0,0,1
149,16:28:05,2632,1,0,0,1
150,16:28:05,2633,1,0,0,1
151,16:28:05,2635,1,0,0,1
152,16:28:05,2636,1,0,0,1
153,16:28:05,2637,1,0,0,1
154,16:28:05,2639,1,0,0,1
155,16:28:05,2640,1,0,0,1
156,16:28:05,2641,1,0,0,1
157,16:28:05,2643,1,0,0,1
158,16:28:05,2644,1,0,0,1
159,16:28:05,2646,1,0,0,1
160,16:28:05,2647,1,0,0,1
161,16:28:05,2648,1,0,0,1
162,16:28:05,2650,1,0,0,1
163,16:28:05,2651,1,0,0,1
164,16:28:05,2652,1,0,0,1
165,16:28:05,2654,1,0,0,1
166,16:28:05,2655,1,0,0,1
167,16:28:05,2656,1,0,0,1
168,16:28:05,2658,1,0,0,1
169,16:28:05,2659,1,0,0,1
170,16:28:05,2660,1,0,0,1
171,16:28:05,2662,1,0,0,1
172,16:28:05,2663,1,0,0,1
173,16:28:05,2664,1,0,0,1
174,16:28:05,2666,1,0,0,1
175,16:28:05,2667,1,0,0,1
176,16:28:05,2669,1,0,0,1
177,16:28:05,2670,1,0,0,1
178,16:28:05,2671,1,0,0,1
179,16:28:05,2673,1,0,0,1
180,16:28:05,2674,1,0,0,1
181,16:28:05,2675,1,0,0,1
182,16:28:05,2677,1,0,0,1
183,16:28:05,2678,1,0,0,1
184,16:28:05,2679,1,0,0,1
185,16:28:05,2681,1,0,0,1
186,16:28:05,2682,1,0,0,1
187,16:28:05,2683,1,0,0,1
188,16:28:05,2685,1,0,0,1
189,16:28:05,2686,1,0,0,1
190,16:28:05,2687,1,0,0,1
191,16:28:05,2689,1,0,0,1
192,16:28:05,2690,1,0,0,1
193,16:28:05,2692,1,0,0,1
194,16:28:05,2693,1,0,0,1
195,16:28:05,2694,1,0,0,1
196,16:28:05,2696,1,0,0,1
197,16:28:05,2697,1,0,0,1
198,16:28:05,2698,1,0,0,1
199,16:28:05,2700,1,0,0,1
200,16:28:05,2701,1,0,0,1
201,16:28:05,2702,1,0,0,1
202,16:28:05,2704,1,0,0,1
203,16:28:05,2705,1,0,0,1
204,16:28:05,2706,1,0,0,1
205,16:28:05,2708,1,0,0,1
206,16:28:05,2709,1,0,0,1
207,16:28:05,2710,1,0,0,1
208,16:28:05,2712,1,0,0,1
209,16:28:05,2713,1,0,0,1
210,16:28:05,2715,1,0,0,1
211,16:28:05,2716,1,0,0,1
212,16:28:05,2717,1,0,0,1
213,16:28:05,2719,1,0,0,1
214,16:28:05,2720,1,0,0,1
215,16:28:05,2721,1,0,0,1
216,16:28:05,2723,1,0,0,1
217,16:28:05,2724,1,0,0,1
218,16:28:05,2725,1,0,0,1
219,16:28:05,2727,1,0,0,1
220,16:28:05,2728,1,0,0,1
221,16:28:05,2729,1,0,0,1
222,16:28:05,2731,1,0,0,1
223,16:28:05,2732,1,0,0,1
224,16:28:05,2733,1,0,0,1
225,16:28:05,2735,1,0,0,1
226,16:28:05,2736,1,0,0,1
227,16:28:05,2738,1,0,0,1
228,16:28:05,2739,1,0,0,1
229,16:28:05,2740,1,0,0,1
230,16:28:05,2742,1,0,0,1
231,16:28:05,2743,1,0,0,1
232,16:28:05,2744,1,0,0,1
233,16:28:05,2746,1,0,0,1
234,16:28:05,2747,1,0,0,1
235,16:28:05,2748,1,0,0,1
236,16:28:05,2750,1,0,0,1
237,16:28:05,2751,1,0,0,1
238,16:28:05,2752,1,0,0,1
239,16:28:05,2754,1,0,0,1
240,16:28:05,2755,1,0,0,1
241,16:28:05,2756,1,0,0,1
242,16:28:05,2758,1,0,0,1
243,16:28:05,2759,1,0,0,1
244,16:28:05,2761,1,0,0,1
245,16:28:05,2762,1,0,0,1
246,16:28:05,2763,1,0,0,1
247,16:28:05,2765,1,0,0,1
248,16:28:05,2766,1,0,0,1
249,16:28:05,2767,1,0,0,1
250,16:28:05,2769,1,0,0,1
251,16:28:05,2770,1,0,0,1
252,16:28:05,2771,1,0,0,1
253,16:28:05,2773,1,0,0,1
254,16:28:05,2774,1,0,0,1
255,16:28:05,2775,1,0,0,1
256,16:28:05,2777,1,0,0,1
257,16:28:05,2778,1,0,0,1
258,16:28:05,2779,1,0,0,1
259,16:28:05,2781,1,0,0,1
260,16:28:05,2782,1,0,0,1
261,16:28:05,2784,1,0,0,1
262,16:28:05,2785,1,0,0,1
263,16:28:05,2786,1,0,0,1
264,16:28:05,2788,1,0,0,1
265,16:28:05,2789,1,0,0,1
266,16:28:05,2790,1,0,0,1
267,16:28:05,2792,1,0,0,1
268,16:28:05,2793,1,0,0,1
269,16:28:05,2794,1,0,0,1
270,16:28:05,2796,1,0,0,1
271,16:28:05,2797,1,0,0,1
272,16:28:05,2798,1,0,0,1
273,16:28:05,2800,1,0,0,1
274,16:28:05,2801,1,0,0,1
275,16:28:05,2802,1,0,0,1
276,16:28:05,2804,1,0,0,1
277,16:28:05,2805,1,0,0,1
278,16:28:05,2807,1,0,0,1
279,16:28:05,2808,1,0,0,1
280,16:28:05,2809,1,0,0,1
281,16:28:05,2811,1,0,0,1
282,16:28:05,2812,1,0,0,1
283,16:28:05,2813,1,0,0,1
284,16:28:05,2815,1,0,0,1
285,16:28:05,2816,1,0,0,1
286,16:28:05,2817,1,0,0,1
287,16:28:05,2819,1,0,0,1
288,16:28:05,2820,1,0,0,1
289,16:28:05,2821,1,0,0,1
290,16:28:05,2823,1,0,0,1
291,16:28:05,2824,1,0,0,1
292,16:28:05,2825,1,0,0,1
293,16:28:05,2827,1,0,0,1
294,16:28:05,2828,1,0,0,1
295,16:28:05,2830,1,0,0,1
296,16:28:05,2831,1,0,0,1
297,16:28:05,2832,1,0,0,1
298,16:28:05,2834,1,0,0,1
299,16:28:05,2835,1,0,0,1
300,16:28:05,2836,1,0,0,1
301,16:28:05,2838,1,0,0,1
302,16:28:05,2839,1,0,0,1
303,16:28:05,2840,1,0,0,1
304,16:28:05,2842,1,0,0,1
305,16:28:05,2843,1,0,0,1
306,16:28:05,2844,1,0,0,1
307,16:28:05,2846,1,0,0,1
308,16:28:05,2847,1,0,0,1
309,16:28:05,2848,1,0,0,1
310,16:28:05,2850,1,0,0,1
311,16:28:05,2851,1,0,0,1
312,16:28:05,2853,1,0,0,1
313,16:28:05,2854,1,0,0,1
314,16:28:05,2855,1,0,0,1
315,16:28:05,2857,1,0,0,1
316,16:28:05,2858,1,0,0,1
317,16:28:05,2859,1,0,0,1
318,16:28:05,2861,1,0,0,1
319,16:28:05,2862,1,0,0,1
320,16:28:05,2863,1,0,0,1
321,16:28:05,2865,1,0,0,1
322,16:28:05,2866,1,0,0,1
323,16:28:05,2867,1,0,0,1
324,16:28:05,2869,1,0,0,1
325,16:28:05,2870,1,0,0,1
326,16:28:05,2871,1,0,0,1
327,16:28:05,2873,1,0,0,1
328,16:28:05,2874,1,0,0,1
329,16:28:05,2876,1,0,0,1
330,16:28:05,2877,1,0,0,1
331,16:28:05,2878,1,0,0,1
332,16:28:05,2880,1,0,0,1
333,16:28:05,2881,1,0,0,1
334,16:28:05,2882,1,0,0,1
335,16:28:05,2884,1,0,0,1
336,16:28:05,2885,1,0,0,1
337,16:28:05,2886,1,0,0,1
338,16:28:05,2888,1,0,0,1
339,16:28:05,2889,1,0,0,1
340,16:28:05,2890,1,0,0,1
341,16:28:05,2892,1,0,0,1
342,16:28:05,2893,1,0,0,1
343,16:28:05,2894,1,0,0,1
344,16:28:05,2896,1,0,0,1
345,16:28:05,2897,1,0,0,1
346,16:28:05,2899,1,0,0,1
347,16:28:05,2900,1,0,0,1
348,16:28:05,2901,1,0,0,1
349,16:28:05,2903,1,0,0,1
350,16:28:05,2904,1,0,0,1
351,16:28:05,2905,1,0,0,1
352,16:28:05,2907,1,0,0,1
353,16:28:05,2908,1,0,0,1
354,16:28:05,2909,1,0,0,1
355,16:28:05,2911,1,0,0,1
356,16:28:05,2912,1,0,0,1
357,16:28:05,2913,1,0,0,1
358,16:28:05,2915,1,0,0,1
359,16:28:05,2916,1,0,0,1
360,16:28:05,2917,1,0,0,1
361,16:28:05,2919,1,0,0,1
362,16:28:05,2920,1,0,0,1
363,16:28:05,2922,1,0,0,1
364,16:28:05,2923,1,0,0,1
365,16:28:05,2924,1,0,0,1
366,16:28:05,2926,1,0,0,1
367,16:28:05,2927,1,0,0,1
368,16:28:05,2928,1,0,0,1
369,16:28:05,2930,1,0,0,1
370,16:28:05,2931,1,0,0,1
371,16:28:05,2932,1,0,0,1
372,16:28:05,2934,1,0,0,1
373,16:28:05,2935,1,0,0,1
374,16:28:05,2936,1,0,0,1
375,16:28:05,2938,1,0,0,1
376,16:28:05,2939,1,0,0,1
377,16:28:05,2940,1,0,0,1
378,16:28:05,2942,1,0,0,1
379,16:28:05,2943,1,0,0,1
380,16:28:05,2945,1,0,0,1
381,16:28:05,2946,1,0,0,1
382,16:28:05,2947,1,0,0,1
383,16:28:05,2949,1,0,0,1
384,16:28:05,2950,1,0,0,1
385,16:28:05,2951,1,0,0,1
386,16:28:05,2953,1,0,0,1
387,16:28:05,2954,1,0,0,1
388,16:28:05,2955,1,0,0,1
389,16:28:05,2957,1,0,0,1
390,16:28:05,2958,1,0,0,1
391,16:28:05,2959,1,0,0,1
392,16:28:05,2961,1,0,0,1
393,16:28:05,2962,1,0,0,1
394,16:28:05,2963,1,0,0,1
395,16:28:05,2965,1,0,0,1
396,16:28:05,2966,1,0,0,1
397,16:28:05,2968,1,0,0,1
398,16:28:05,2969,1,0,0,1
399,16:28:05,2970,1,0,0,1
400,16:28:05,2972,1,0,0,1
401,16:28:05,2973,1,0,0,1
402,16:28:05,2974,1,0,0,1
403,16:28:05,2976,1,0,0,1
404,16:28:05,2977,1,0,0,1
405,16:28:05,2978,1,0,0,1
406,16:28:05,2980,1,0,0,1
407,16:28:05,2981,1,0,0,1
408,16:28:05,2982,1,0,0,1
409,16:28:05,2984,1,0,0,1
