Timestamp,Millis,Index
17:40:07,312,2
17:40:07,317,4
17:40:07,325,7
17:40:07,337,12
17:40:07,347,16
17:40:07,370,25
17:40:07,372,26
17:40:07,377,28
17:40:07,380,29
17:40:07,385,31
17:40:07,397,36
17:40:07,400,37
17:40:07,407,40
17:40:07,410,41
17:40:07,414,43
17:40:07,417,44
17:40:07,422,46
17:40:07,424,47
17:40:07,429,49
17:40:07,432,50
17:40:07,437,52
17:40:07,439,53
17:40:07,442,54
17:40:07,444,55
17:40:07,447,56
17:40:07,452,58
17:40:07,454,59
17:40:07,459,61
17:40:07,464,63
17:40:07,467,64
17:40:07,472,66
17:40:07,474,67
17:40:07,477,68
17:40:07,479,69
17:40:07,482,70
17:40:07,487,72
17:40:07,489,73
17:40:07,492,74
17:40:07,494,75
17:40:07,497,76
17:40:07,499,77
17:40:07,502,78
17:40:07,504,79
17:40:07,507,80
17:40:07,509,81
17:40:07,512,82
17:40:07,514,83
17:40:07,517,84
17:40:07,519,85
17:40:07,522,86
17:40:07,524,87
17:40:07,527,88
17:40:07,529,89
17:40:07,532,90
17:40:07,534,91
17:40:07,536,92
17:40:07,539,93
17:40:07,541,94
17:40:07,544,95
17:40:07,546,96
17:40:07,549,97
17:40:07,551,98
17:40:07,554,99
17:40:07,556,100
17:40:07,561,102
17:40:07,564,103
17:40:07,566,104
17:40:07,569,105
17:40:07,571,106
17:40:07,574,107
17:40:07,576,108
17:40:07,579,109
17:40:07,581,110
17:40:07,584,111
17:40:07,586,112
17:40:07,589,113
17:40:07,591,114
17:40:07,594,115
17:40:07,596,116
17:40:07,599,117
17:40:07,601,118
17:40:07,604,119
17:40:07,606,120
17:40:07,609,121
17:40:07,611,122
17:40:07,614,123
17:40:07,616,124
17:40:07,619,125
17:40:07,621,126
17:40:07,624,127
17:40:07,626,128
17:40:07,629,129
17:40:07,631,130
17:40:07,634,131
17:40:07,636,132
17:40:07,639,133
17:40:07,641,134
17:40:07,644,135
17:40:07,646,136
17:40:07,649,137
17:40:07,654,139
17:40:07,656,140
17:40:07,659,141
17:40:07,661,142
17:40:07,663,143
17:40:07,666,144
17:40:07,668,145
17:40:07,671,146
17:40:07,673,147
17:40:07,676,148
17:40:07,678,149
17:40:07,681,150
17:40:07,683,151
17:40:07,686,152
17:40:07,688,153
17:40:07,691,154
17:40:07,693,155
17:40:07,696,156
17:40:07,698,157
17:40:07,701,158
17:40:07,703,159
17:40:07,706,160
17:40:07,708,161
17:40:07,711,162
17:40:07,713,163
17:40:07,716,164
17:40:07,718,165
17:40:07,721,166
17:40:07,723,167
17:40:07,726,168
17:40:07,728,169
17:40:07,731,170
17:40:07,733,171
17:40:07,736,172
17:40:07,738,173
17:40:07,741,174
17:40:07,743,175
17:40:07,746,176
17:40:07,748,177
17:40:07,751,178
17:40:07,753,179
17:40:07,756,180
17:40:07,758,181
17:40:07,761,182
17:40:07,763,183
17:40:07,766,184
17:40:07,768,185
17:40:07,771,186
17:40:07,773,187
17:40:07,776,188
17:40:07,778,189
17:40:07,781,190
17:40:07,783,191
17:40:07,785,192
17:40:07,788,193
17:40:07,790,194
17:40:07,793,195
17:40:07,795,196
17:40:07,798,197
17:40:07,800,198
17:40:07,803,199
17:40:07,805,200
17:40:07,808,201
17:40:07,810,202
17:40:07,813,203
17:40:07,815,204
17:40:07,818,205
17:40:07,820,206
17:40:07,823,207
17:40:07,825,208
17:40:07,828,209
17:40:07,830,210
17:40:07,833,211
17:40:07,835,212
17:40:07,838,213
17:40:07,840,214
17:40:07,843,215
17:40:07,845,216
17:40:07,848,217
17:40:07,850,218
17:40:07,853,219
17:40:07,855,220
17:40:07,858,221
17:40:07,860,222
17:40:07,863,223
17:40:07,865,224
17:40:07,868,225
17:40:07,870,226
17:40:07,873,227
17:40:07,875,228
17:40:07,878,229
17:40:07,880,230
17:40:07,883,231
17:40:07,885,232
17:40:07,888,233
17:40:07,890,234
17:40:07,893,235
17:40:07,895,236
17:40:07,898,237
17:40:07,900,238
17:40:07,903,239
17:40:07,905,240
17:40:07,908,241
17:40:07,910,242
17:40:07,912,243
17:40:07,915,244
17:40:07,917,245
17:40:07,920,246
17:40:07,922,247
17:40:07,925,248
17:40:07,927,249
17:40:07,930,250
17:40:07,932,251
17:40:07,937,253
17:40:07,940,254
17:40:07,942,255
17:40:07,945,256
17:40:07,947,257
17:40:07,950,258
17:40:07,952,259
17:40:07,955,260
17:40:07,957,261
17:40:07,960,262
17:40:07,962,263
17:40:07,965,264
17:40:07,967,265
17:40:07,970,266
17:40:07,972,267
17:40:07,975,268
17:40:07,977,269
17:40:07,980,270
17:40:07,982,271
17:40:07,985,272
17:40:07,987,273
17:40:07,990,274
17:40:07,992,275
17:40:07,995,276
17:40:07,997,277
17:40:07,1000,278
17:40:07,1002,279
17:40:07,1005,280
17:40:07,1007,281
17:40:07,1010,282
17:40:07,1012,283
17:40:07,1015,284
17:40:07,1017,285
17:40:07,1020,286
17:40:07,1022,287
17:40:07,1025,288
17:40:07,1027,289
17:40:07,1030,290
17:40:07,1032,291
17:40:07,1034,292
17:40:07,1037,293
17:40:07,1039,294
17:40:07,1042,295
17:40:07,1044,296
17:40:07,1047,297
17:40:07,1049,298
17:40:07,1052,299
17:40:07,1054,300
17:40:07,1059,302
17:40:07,1062,303
17:40:07,1064,304
17:40:07,1067,305
17:40:07,1069,306
17:40:07,1072,307
17:40:07,1074,308
17:40:07,1077,309
17:40:07,1079,310
17:40:07,1082,311
17:40:07,1084,312
17:40:07,1087,313
17:40:07,1089,314
17:40:07,1092,315
17:40:07,1094,316
17:40:07,1097,317
17:40:07,1099,318
17:40:07,1102,319
17:40:07,1104,320
17:40:07,1107,321
17:40:07,1109,322
17:40:07,1112,323
17:40:07,1114,324
17:40:07,1117,325
17:40:07,1119,326
17:40:08,1122,327
17:40:08,1124,328
17:40:08,1127,329
17:40:08,1129,330
17:40:08,1132,331
17:40:08,1134,332
17:40:08,1137,333
17:40:08,1139,334
17:40:08,1142,335
17:40:08,1144,336
17:40:08,1147,337
17:40:08,1149,338
17:40:08,1152,339
17:40:08,1154,340
17:40:08,1157,341
17:40:08,1159,342
17:40:08,1161,343
17:40:08,1164,344
17:40:08,1166,345
17:40:08,1169,346
17:40:08,1171,347
17:40:08,1174,348
17:40:08,1176,349
17:40:08,1179,350
17:40:08,1181,351
17:40:08,1184,352
17:40:08,1186,353
17:40:08,1189,354
17:40:08,1191,355
17:40:08,1194,356
17:40:08,1196,357
17:40:08,1199,358
17:40:08,1201,359
17:40:08,1204,360
17:40:08,1206,361
17:40:08,1209,362
17:40:08,1211,363
17:40:08,1214,364
17:40:08,1216,365
17:40:08,1219,366
17:40:08,1221,367
17:40:08,1224,368
17:40:08,1229,370
17:40:08,1231,371
17:40:08,1234,372
17:40:08,1236,373
17:40:08,1239,374
17:40:08,1241,375
17:40:08,1244,376
17:40:08,1246,377
17:40:08,1249,378
17:40:08,1251,379
17:40:08,1254,380
17:40:08,1256,381
17:40:08,1259,382
17:40:08,1261,383
17:40:08,1264,384
17:40:08,1266,385
17:40:08,1269,386
17:40:08,1271,387
17:40:08,1274,388
17:40:08,1276,389
17:40:08,1279,390
17:40:08,1281,391
17:40:08,1283,392
17:40:08,1286,393
17:40:08,1288,394
17:40:08,1291,395
17:40:08,1293,396
17:40:08,1296,397
17:40:08,1298,398
17:40:08,1301,399
17:40:08,1303,400
17:40:08,1306,401
17:40:08,1308,402
17:40:08,1311,403
17:40:08,1313,404
17:40:08,1316,405
17:40:08,1318,406
17:40:08,1321,407
17:40:08,1323,408
17:40:08,1326,409
17:40:08,1328,410
17:40:08,1331,411
17:40:08,1333,412
17:40:08,1336,413
17:40:08,1338,414
17:40:08,1341,415
17:40:08,1343,416
17:40:08,1346,417
17:40:08,1348,418
17:40:08,1351,419
17:40:08,1353,420
17:40:08,1356,421
17:40:08,1358,422
17:40:08,1361,423
17:40:08,1363,424
17:40:08,1366,425
17:40:08,1368,426
17:40:08,1371,427
17:40:08,1373,428
17:40:08,1376,429
17:40:08,1378,430
17:40:08,1381,431
17:40:08,1383,432
17:40:08,1386,433
17:40:08,1388,434
17:40:08,1391,435
17:40:08,1393,436
17:40:08,1396,437
17:40:08,1398,438
17:40:08,1401,439
17:40:08,1406,441
17:40:08,1408,442
17:40:08,1410,443
17:40:08,1413,444
17:40:08,1415,445
17:40:08,1418,446
17:40:08,1420,447
17:40:08,1425,449
17:40:08,1428,450
17:40:08,1430,451
17:40:08,1433,452
17:40:08,1435,453
17:40:08,1438,454
17:40:08,1440,455
17:40:08,1443,456
17:40:08,1445,457
17:40:08,1448,458
17:40:08,1450,459
17:40:08,1453,460
17:40:08,1455,461
17:40:08,1458,462
17:40:08,1460,463
17:40:08,1463,464
17:40:08,1465,465
17:40:08,1468,466
17:40:08,1470,467
17:40:08,1473,468
17:40:08,1475,469
17:40:08,1478,470
17:40:08,1480,471
17:40:08,1483,472
17:40:08,1485,473
17:40:08,1488,474
17:40:08,1490,475
17:40:08,1493,476
17:40:08,1495,477
17:40:08,1498,478
17:40:08,1503,480
17:40:08,1505,481
17:40:08,1510,483
17:40:08,1513,484
17:40:08,1515,485
17:40:08,1518,486
17:40:08,1520,487
17:40:08,1523,488
17:40:08,1525,489
17:40:08,1528,490
17:40:08,1530,491
17:40:08,1532,492
17:40:08,1535,493
17:40:08,1537,494
17:40:08,1540,495
17:40:08,1542,496
17:40:08,1545,497
17:40:08,1547,498
17:40:08,1550,499
17:40:08,1552,500
17:40:08,1555,501
17:40:08,1560,503
17:40:08,1562,504
17:40:08,1565,505
17:40:08,1567,506
17:40:08,1570,507
17:40:08,1572,508
17:40:08,1575,509
17:40:08,1577,510
17:40:08,1580,511
17:40:08,1582,512
17:40:08,1585,513
17:40:08,1587,514
17:40:08,1590,515
17:40:08,1592,516
17:40:08,1595,517
17:40:08,1597,518
17:40:08,1600,519
17:40:08,1602,520
17:40:08,1605,521
17:40:08,1607,522
