Timestamp,Millis,Index
17:21:51,310,1
17:21:51,312,2
17:21:51,315,3
17:21:51,317,4
17:21:51,320,5
17:21:51,322,6
17:21:51,325,7
17:21:51,327,8
17:21:51,330,9
17:21:51,332,10
17:21:51,335,11
17:21:51,337,12
17:21:51,340,13
17:21:51,342,14
17:21:51,345,15
17:21:51,347,16
17:21:51,350,17
17:21:51,352,18
17:21:51,355,19
17:21:51,357,20
17:21:51,360,21
17:21:51,362,22
17:21:51,365,23
17:21:51,367,24
17:21:51,370,25
17:21:51,372,26
17:21:51,375,27
17:21:51,377,28
17:21:51,380,29
17:21:51,382,30
17:21:51,385,31
17:21:51,387,32
17:21:51,390,33
17:21:51,392,34
17:21:51,395,35
17:21:51,397,36
17:21:51,400,37
17:21:51,402,38
17:21:51,405,39
17:21:51,407,40
17:21:51,410,41
17:21:51,412,42
17:21:51,414,43
17:21:51,417,44
17:21:51,419,45
17:21:51,422,46
17:21:51,424,47
17:21:51,427,48
17:21:51,429,49
17:21:51,432,50
17:21:51,434,51
17:21:51,437,52
17:21:51,439,53
17:21:51,442,54
17:21:51,444,55
17:21:51,447,56
17:21:51,449,57
17:21:51,452,58
17:21:51,454,59
17:21:51,457,60
17:21:51,459,61
17:21:51,462,62
17:21:51,464,63
17:21:51,467,64
17:21:51,469,65
17:21:51,472,66
17:21:51,474,67
17:21:51,477,68
17:21:51,479,69
17:21:51,482,70
17:21:51,484,71
17:21:52,487,72
17:21:52,489,73
17:21:52,492,74
17:21:52,494,75
17:21:52,497,76
17:21:52,499,77
17:21:52,502,78
17:21:52,504,79
17:21:52,507,80
17:21:52,509,81
17:21:52,512,82
17:21:52,514,83
17:21:52,517,84
17:21:52,519,85
17:21:52,522,86
17:21:52,524,87
17:21:52,527,88
17:21:52,529,89
17:21:52,532,90
17:21:52,534,91
17:21:52,536,92
17:21:52,539,93
17:21:52,541,94
17:21:52,544,95
17:21:52,546,96
17:21:52,549,97
17:21:52,551,98
17:21:52,554,99
17:21:52,556,100
17:21:52,559,101
17:21:52,561,102
17:21:52,564,103
17:21:52,566,104
17:21:52,569,105
17:21:52,571,106
17:21:52,574,107
17:21:52,576,108
17:21:52,579,109
17:21:52,581,110
17:21:52,584,111
17:21:52,586,112
17:21:52,589,113
17:21:52,591,114
17:21:52,594,115
17:21:52,596,116
17:21:52,599,117
17:21:52,601,118
17:21:52,604,119
17:21:52,606,120
17:21:52,609,121
17:21:52,611,122
17:21:52,614,123
17:21:52,616,124
17:21:52,619,125
