Index,Timestamp,Millis,Indicator
2,17:40:07,312,1
3,17:40:07,314,0
4,17:40:07,317,1
5,17:40:07,320,0
6,17:40:07,322,0
7,17:40:07,325,1
8,17:40:07,327,0
9,17:40:07,330,0
10,17:40:07,332,0
11,17:40:07,335,0
12,17:40:07,337,1
13,17:40:07,340,0
14,17:40:07,342,0
15,17:40:07,344,0
16,17:40:07,347,1
17,17:40:07,350,0
18,17:40:07,352,0
19,17:40:07,355,0
20,17:40:07,357,0
21,17:40:07,360,0
22,17:40:07,362,0
23,17:40:07,365,0
24,17:40:07,367,0
25,17:40:07,370,1
26,17:40:07,372,1
27,17:40:07,374,0
28,17:40:07,377,1
29,17:40:07,380,1
30,17:40:07,382,0
31,17:40:07,385,1
32,17:40:07,387,0
33,17:40:07,390,0
34,17:40:07,392,0
35,17:40:07,395,0
36,17:40:07,397,1
37,17:40:07,400,1
38,17:40:07,402,0
39,17:40:07,405,0
40,17:40:07,407,1
41,17:40:07,410,1
42,17:40:07,412,0
43,17:40:07,414,1
44,17:40:07,417,1
45,17:40:07,420,0
46,17:40:07,422,1
47,17:40:07,424,1
48,17:40:07,426,0
49,17:40:07,429,1
50,17:40:07,432,1
51,17:40:07,434,0
52,17:40:07,437,1
53,17:40:07,439,1
54,17:40:07,442,1
55,17:40:07,444,1
56,17:40:07,447,1
57,17:40:07,450,0
58,17:40:07,452,1
59,17:40:07,454,1
60,17:40:07,456,0
61,17:40:07,459,1
62,17:40:07,462,0
63,17:40:07,464,1
64,17:40:07,467,1
65,17:40:07,470,0
66,17:40:07,472,1
67,17:40:07,474,1
68,17:40:07,477,1
69,17:40:07,479,1
70,17:40:07,482,1
71,17:40:07,484,0
72,17:40:07,487,1
73,17:40:07,489,1
74,17:40:07,492,1
75,17:40:07,494,1
76,17:40:07,497,1
77,17:40:07,499,1
78,17:40:07,502,1
79,17:40:07,504,1
80,17:40:07,507,1
81,17:40:07,509,1
82,17:40:07,512,1
83,17:40:07,514,1
84,17:40:07,517,1
85,17:40:07,519,1
86,17:40:07,522,1
87,17:40:07,524,1
88,17:40:07,527,1
89,17:40:07,529,1
90,17:40:07,532,1
91,17:40:07,534,1
92,17:40:07,536,1
93,17:40:07,539,1
94,17:40:07,541,1
95,17:40:07,544,1
96,17:40:07,546,1
97,17:40:07,549,1
98,17:40:07,551,1
99,17:40:07,554,1
100,17:40:07,556,1
101,17:40:07,558,0
102,17:40:07,561,1
103,17:40:07,564,1
104,17:40:07,566,1
105,17:40:07,569,1
106,17:40:07,571,1
107,17:40:07,574,1
108,17:40:07,576,1
109,17:40:07,579,1
110,17:40:07,581,1
111,17:40:07,584,1
112,17:40:07,586,1
113,17:40:07,589,1
114,17:40:07,591,1
115,17:40:07,594,1
116,17:40:07,596,1
117,17:40:07,599,1
118,17:40:07,601,1
119,17:40:07,604,1
120,17:40:07,606,1
121,17:40:07,609,1
122,17:40:07,611,1
123,17:40:07,614,1
124,17:40:07,616,1
125,17:40:07,619,1
126,17:40:07,621,1
127,17:40:07,624,1
128,17:40:07,626,1
129,17:40:07,629,1
130,17:40:07,631,1
131,17:40:07,634,1
132,17:40:07,636,1
133,17:40:07,639,1
134,17:40:07,641,1
135,17:40:07,644,1
136,17:40:07,646,1
137,17:40:07,649,1
138,17:40:07,652,0
139,17:40:07,654,1
140,17:40:07,656,1
141,17:40:07,659,1
142,17:40:07,661,1
143,17:40:07,663,1
144,17:40:07,666,1
145,17:40:07,668,1
146,17:40:07,671,1
147,17:40:07,673,1
148,17:40:07,676,1
149,17:40:07,678,1
150,17:40:07,681,1
151,17:40:07,683,1
152,17:40:07,686,1
153,17:40:07,688,1
154,17:40:07,691,1
155,17:40:07,693,1
156,17:40:07,696,1
157,17:40:07,698,1
158,17:40:07,701,1
159,17:40:07,703,1
160,17:40:07,706,1
161,17:40:07,708,1
162,17:40:07,711,1
163,17:40:07,713,1
164,17:40:07,716,1
165,17:40:07,718,1
166,17:40:07,721,1
167,17:40:07,723,1
168,17:40:07,726,1
169,17:40:07,728,1
170,17:40:07,731,1
171,17:40:07,733,1
172,17:40:07,736,1
173,17:40:07,738,1
174,17:40:07,741,1
175,17:40:07,743,1
176,17:40:07,746,1
177,17:40:07,748,1
178,17:40:07,751,1
179,17:40:07,753,1
180,17:40:07,756,1
181,17:40:07,758,1
182,17:40:07,761,1
183,17:40:07,763,1
184,17:40:07,766,1
185,17:40:07,768,1
186,17:40:07,771,1
187,17:40:07,773,1
188,17:40:07,776,1
189,17:40:07,778,1
190,17:40:07,781,1
191,17:40:07,783,1
192,17:40:07,785,1
193,17:40:07,788,1
194,17:40:07,790,1
195,17:40:07,793,1
196,17:40:07,795,1
197,17:40:07,798,1
198,17:40:07,800,1
199,17:40:07,803,1
200,17:40:07,805,1
201,17:40:07,808,1
202,17:40:07,810,1
203,17:40:07,813,1
204,17:40:07,815,1
205,17:40:07,818,1
206,17:40:07,820,1
207,17:40:07,823,1
208,17:40:07,825,1
209,17:40:07,828,1
210,17:40:07,830,1
211,17:40:07,833,1
212,17:40:07,835,1
213,17:40:07,838,1
214,17:40:07,840,1
215,17:40:07,843,1
216,17:40:07,845,1
217,17:40:07,848,1
218,17:40:07,850,1
219,17:40:07,853,1
220,17:40:07,855,1
221,17:40:07,858,1
222,17:40:07,860,1
223,17:40:07,863,1
224,17:40:07,865,1
225,17:40:07,868,1
226,17:40:07,870,1
227,17:40:07,873,1
228,17:40:07,875,1
229,17:40:07,878,1
230,17:40:07,880,1
231,17:40:07,883,1
232,17:40:07,885,1
233,17:40:07,888,1
234,17:40:07,890,1
235,17:40:07,893,1
236,17:40:07,895,1
237,17:40:07,898,1
238,17:40:07,900,1
239,17:40:07,903,1
240,17:40:07,905,1
241,17:40:07,908,1
242,17:40:07,910,1
243,17:40:07,912,1
244,17:40:07,915,1
245,17:40:07,917,1
246,17:40:07,920,1
247,17:40:07,922,1
248,17:40:07,925,1
249,17:40:07,927,1
250,17:40:07,930,1
251,17:40:07,932,1
252,17:40:07,934,0
253,17:40:07,937,1
254,17:40:07,940,1
255,17:40:07,942,1
256,17:40:07,945,1
257,17:40:07,947,1
258,17:40:07,950,1
259,17:40:07,952,1
260,17:40:07,955,1
261,17:40:07,957,1
262,17:40:07,960,1
263,17:40:07,962,1
264,17:40:07,965,1
265,17:40:07,967,1
266,17:40:07,970,1
267,17:40:07,972,1
268,17:40:07,975,1
269,17:40:07,977,1
270,17:40:07,980,1
271,17:40:07,982,1
272,17:40:07,985,1
273,17:40:07,987,1
274,17:40:07,990,1
275,17:40:07,992,1
276,17:40:07,995,1
277,17:40:07,997,1
278,17:40:07,1000,1
279,17:40:07,1002,1
280,17:40:07,1005,1
281,17:40:07,1007,1
282,17:40:07,1010,1
283,17:40:07,1012,1
284,17:40:07,1015,1
285,17:40:07,1017,1
286,17:40:07,1020,1
287,17:40:07,1022,1
288,17:40:07,1025,1
289,17:40:07,1027,1
290,17:40:07,1030,1
291,17:40:07,1032,1
292,17:40:07,1034,1
293,17:40:07,1037,1
294,17:40:07,1039,1
295,17:40:07,1042,1
296,17:40:07,1044,1
297,17:40:07,1047,1
298,17:40:07,1049,1
299,17:40:07,1052,1
300,17:40:07,1054,1
301,17:40:07,1056,0
302,17:40:07,1059,1
303,17:40:07,1062,1
304,17:40:07,1064,1
305,17:40:07,1067,1
306,17:40:07,1069,1
307,17:40:07,1072,1
308,17:40:07,1074,1
309,17:40:07,1077,1
310,17:40:07,1079,1
311,17:40:07,1082,1
312,17:40:07,1084,1
313,17:40:07,1087,1
314,17:40:07,1089,1
315,17:40:07,1092,1
316,17:40:07,1094,1
317,17:40:07,1097,1
318,17:40:07,1099,1
319,17:40:07,1102,1
320,17:40:07,1104,1
321,17:40:07,1107,1
322,17:40:07,1109,1
323,17:40:07,1112,1
324,17:40:07,1114,1
325,17:40:07,1117,1
326,17:40:07,1119,1
327,17:40:08,1122,1
328,17:40:08,1124,1
329,17:40:08,1127,1
330,17:40:08,1129,1
331,17:40:08,1132,1
332,17:40:08,1134,1
333,17:40:08,1137,1
334,17:40:08,1139,1
335,17:40:08,1142,1
336,17:40:08,1144,1
337,17:40:08,1147,1
338,17:40:08,1149,1
339,17:40:08,1152,1
340,17:40:08,1154,1
341,17:40:08,1157,1
342,17:40:08,1159,1
343,17:40:08,1161,1
344,17:40:08,1164,1
345,17:40:08,1166,1
346,17:40:08,1169,1
347,17:40:08,1171,1
348,17:40:08,1174,1
349,17:40:08,1176,1
350,17:40:08,1179,1
351,17:40:08,1181,1
352,17:40:08,1184,1
353,17:40:08,1186,1
354,17:40:08,1189,1
355,17:40:08,1191,1
356,17:40:08,1194,1
357,17:40:08,1196,1
358,17:40:08,1199,1
359,17:40:08,1201,1
360,17:40:08,1204,1
361,17:40:08,1206,1
362,17:40:08,1209,1
363,17:40:08,1211,1
364,17:40:08,1214,1
365,17:40:08,1216,1
366,17:40:08,1219,1
367,17:40:08,1221,1
368,17:40:08,1224,1
369,17:40:08,1226,0
370,17:40:08,1229,1
371,17:40:08,1231,1
372,17:40:08,1234,1
373,17:40:08,1236,1
374,17:40:08,1239,1
375,17:40:08,1241,1
376,17:40:08,1244,1
377,17:40:08,1246,1
378,17:40:08,1249,1
379,17:40:08,1251,1
380,17:40:08,1254,1
381,17:40:08,1256,1
382,17:40:08,1259,1
383,17:40:08,1261,1
384,17:40:08,1264,1
385,17:40:08,1266,1
386,17:40:08,1269,1
387,17:40:08,1271,1
388,17:40:08,1274,1
389,17:40:08,1276,1
390,17:40:08,1279,1
391,17:40:08,1281,1
392,17:40:08,1283,1
393,17:40:08,1286,1
394,17:40:08,1288,1
395,17:40:08,1291,1
396,17:40:08,1293,1
397,17:40:08,1296,1
398,17:40:08,1298,1
399,17:40:08,1301,1
400,17:40:08,1303,1
401,17:40:08,1306,1
402,17:40:08,1308,1
403,17:40:08,1311,1
404,17:40:08,1313,1
405,17:40:08,1316,1
406,17:40:08,1318,1
407,17:40:08,1321,1
408,17:40:08,1323,1
409,17:40:08,1326,1
410,17:40:08,1328,1
411,17:40:08,1331,1
412,17:40:08,1333,1
413,17:40:08,1336,1
414,17:40:08,1338,1
415,17:40:08,1341,1
416,17:40:08,1343,1
417,17:40:08,1346,1
418,17:40:08,1348,1
419,17:40:08,1351,1
420,17:40:08,1353,1
421,17:40:08,1356,1
422,17:40:08,1358,1
423,17:40:08,1361,1
424,17:40:08,1363,1
425,17:40:08,1366,1
426,17:40:08,1368,1
427,17:40:08,1371,1
428,17:40:08,1373,1
429,17:40:08,1376,1
430,17:40:08,1378,1
431,17:40:08,1381,1
432,17:40:08,1383,1
433,17:40:08,1386,1
434,17:40:08,1388,1
435,17:40:08,1391,1
436,17:40:08,1393,1
437,17:40:08,1396,1
438,17:40:08,1398,1
439,17:40:08,1401,1
440,17:40:08,1404,0
441,17:40:08,1406,1
442,17:40:08,1408,1
443,17:40:08,1410,1
444,17:40:08,1413,1
445,17:40:08,1415,1
446,17:40:08,1418,1
447,17:40:08,1420,1
448,17:40:08,1422,0
449,17:40:08,1425,1
450,17:40:08,1428,1
451,17:40:08,1430,1
452,17:40:08,1433,1
453,17:40:08,1435,1
454,17:40:08,1438,1
455,17:40:08,1440,1
456,17:40:08,1443,1
457,17:40:08,1445,1
458,17:40:08,1448,1
459,17:40:08,1450,1
460,17:40:08,1453,1
461,17:40:08,1455,1
462,17:40:08,1458,1
463,17:40:08,1460,1
464,17:40:08,1463,1
465,17:40:08,1465,1
466,17:40:08,1468,1
467,17:40:08,1470,1
